,time,price,pchange,change,volume,amount,type
0,15:00:03,10.84,-3.30,-0.01,1529,1657436,中性盘
1,14:57:03,10.85,-3.21,0.01,34,36890,买盘
2,14:56:57,10.84,-3.30,-0.01,26,28184,卖盘
3,14:56:54,10.85,-3.21,0.0,1,1085,买盘
4,14:56:51,10.85,-3.21,0.0,35,37975,卖盘
5,14:56:48,10.85,-3.21,-0.01,149,161665,卖盘
6,14:56:45,10.86,-3.12,0.0,106,115116,买盘
7,14:56:39,10.86,-3.12,-0.01,106,115116,中性盘
8,14:56:36,10.87,-3.03,0.01,148,160876,买盘
9,14:56:30,10.86,-3.12,0.0,36,39096,中性盘
10,14:56:30,10.86,-3.12,0.0,36,39096,买盘
11,14:56:27,10.86,-3.12,0.0,24,26064,买盘
12,14:56:24,10.86,-3.12,-0.01,28,30408,中性盘
13,14:56:21,10.87,-3.03,0.01,124,134788,买盘
14,14:56:18,10.86,-3.12,-0.01,6,6516,卖盘
15,14:56:15,10.87,-3.03,0.03,37,40219,买盘
16,14:56:06,10.84,-3.30,-0.02,226,244984,卖盘
17,14:56:03,10.86,-3.12,0.01,341,370326,买盘
18,14:56:00,10.85,-3.21,0.0,95,103075,买盘
19,14:55:54,10.85,-3.21,0.0,41,44485,买盘
20,14:55:51,10.85,-3.21,0.0,15,16275,卖盘
21,14:55:48,10.85,-3.21,-0.01,352,381920,卖盘
22,14:55:45,10.86,-3.12,0.01,1,1086,买盘
23,14:55:42,10.85,-3.21,0.0,21,22785,卖盘
24,14:55:39,10.85,-3.21,0.0,25,27125,卖盘
25,14:55:36,10.85,-3.21,0.0,12,13020,卖盘
26,14:55:33,10.85,-3.21,0.0,82,88970,卖盘
27,14:55:30,10.85,-3.21,0.0,96,104160,买盘
28,14:55:27,10.85,-3.21,-0.01,28,30380,买盘
29,14:55:21,10.86,-3.12,0.0,62,67332,买盘
30,14:55:18,10.86,-3.12,0.0,16,17376,买盘
31,14:55:15,10.86,-3.12,0.01,31,33666,买盘
32,14:55:12,10.85,-3.21,0.0,32,34720,买盘
33,14:55:09,10.85,-3.21,-0.02,268,290780,卖盘
34,14:55:06,10.87,-3.03,0.0,96,104352,买盘
35,14:55:03,10.87,-3.03,0.01,6,6522,买盘
36,14:55:00,10.86,-3.12,-0.01,2,2172,中性盘
37,14:54:54,10.87,-3.03,0.0,24,26088,买盘
38,14:54:51,10.87,-3.03,0.0,27,29349,买盘
39,14:54:48,10.87,-3.03,0.0,84,91308,卖盘
40,14:54:45,10.87,-3.03,0.0,93,101091,卖盘
41,14:54:42,10.87,-3.03,0.0,274,297838,卖盘
42,14:54:39,10.87,-3.03,-0.01,61,66307,卖盘
43,14:54:36,10.88,-2.94,0.01,11,11968,买盘
44,14:54:33,10.87,-3.03,0.0,68,73916,卖盘
45,14:54:30,10.87,-3.03,-0.01,275,298925,卖盘
46,14:54:27,10.88,-2.94,0.0,233,253504,买盘
47,14:54:21,10.88,-2.94,0.0,20,21760,买盘
48,14:54:18,10.88,-2.94,0.0,13,14144,买盘
49,14:54:15,10.88,-2.94,0.0,28,30464,买盘
50,14:54:12,10.88,-2.94,0.0,14,15232,买盘
51,14:54:09,10.88,-2.94,0.0,169,183872,卖盘
52,14:54:06,10.88,-2.94,0.0,137,149056,卖盘
53,14:54:03,10.88,-2.94,0.0,93,101184,卖盘
54,14:54:00,10.88,-2.94,0.0,47,51136,卖盘
55,14:53:57,10.88,-2.94,-0.01,26,28288,卖盘
56,14:53:54,10.89,-2.85,0.01,48,52272,买盘
57,14:53:51,10.88,-2.94,0.0,25,27200,买盘
58,14:53:48,10.88,-2.94,0.0,27,29376,买盘
59,14:53:45,10.88,-2.94,0.03,142,154496,买盘
60,14:53:39,10.85,-3.21,-0.03,63,68355,卖盘
61,14:53:33,10.88,-2.94,0.03,6,6528,买盘
62,14:53:30,10.85,-3.21,0.0,290,314650,卖盘
63,14:53:27,10.85,-3.21,0.0,110,119350,卖盘
64,14:53:24,10.85,-3.21,0.0,135,146475,买盘
65,14:53:21,10.85,-3.21,0.01,92,99820,买盘
66,14:53:18,10.84,-3.30,0.0,30,32520,卖盘
67,14:53:12,10.84,-3.30,0.0,8,8672,卖盘
68,14:53:09,10.84,-3.30,0.01,130,140920,买盘
69,14:53:03,10.83,-3.39,0.0,64,69312,中性盘
70,14:53:03,10.83,-3.39,0.0,64,69312,卖盘
71,14:53:00,10.83,-3.39,0.0,74,80142,买盘
72,14:52:57,10.83,-3.39,0.01,19,20577,买盘
73,14:52:54,10.82,-3.48,-0.01,24,25968,卖盘
74,14:52:51,10.83,-3.39,0.0,25,27075,买盘
75,14:52:48,10.83,-3.39,0.01,8,8664,买盘
76,14:52:45,10.82,-3.48,0.01,15,16230,买盘
77,14:52:42,10.81,-3.57,-0.01,18,19458,卖盘
78,14:52:39,10.82,-3.48,0.01,39,42198,买盘
79,14:52:36,10.81,-3.57,0.0,67,72427,卖盘
80,14:52:33,10.81,-3.57,0.0,139,150259,买盘
81,14:52:30,10.81,-3.57,0.0,11,11891,买盘
82,14:52:27,10.81,-3.57,0.0,21,22701,买盘
83,14:52:24,10.81,-3.57,0.01,5,5405,买盘
84,14:52:21,10.8,-3.66,0.0,8,8640,卖盘
85,14:52:18,10.8,-3.66,-0.01,5,5400,卖盘
86,14:52:15,10.81,-3.57,0.01,91,98371,买盘
87,14:52:12,10.8,-3.66,0.0,70,75600,买盘
88,14:52:06,10.8,-3.66,0.0,44,47520,买盘
89,14:52:03,10.8,-3.66,0.0,25,27000,买盘
90,14:52:00,10.8,-3.66,0.01,10,10800,买盘
91,14:51:57,10.79,-3.75,0.0,1,1079,卖盘
92,14:51:54,10.79,-3.75,-0.01,12,12948,卖盘
93,14:51:51,10.8,-3.66,0.01,93,100440,买盘
94,14:51:48,10.79,-3.75,0.0,70,75530,买盘
95,14:51:45,10.79,-3.75,-0.01,30,32370,卖盘
96,14:51:42,10.8,-3.66,0.01,210,226800,买盘
97,14:51:36,10.79,-3.75,0.0,50,53950,卖盘
98,14:51:30,10.79,-3.75,0.01,41,44239,买盘
99,14:51:27,10.78,-3.84,0.0,10,10780,卖盘
100,14:51:24,10.78,-3.84,-0.01,33,35574,卖盘
101,14:51:21,10.79,-3.75,0.01,108,116532,买盘
102,14:51:18,10.78,-3.84,0.01,31,33418,中性盘
103,14:51:09,10.77,-3.93,-0.01,551,593427,卖盘
104,14:51:06,10.78,-3.84,0.01,12,12936,买盘
105,14:51:03,10.77,-3.93,-0.01,47,50619,卖盘
106,14:51:00,10.78,-3.84,0.0,9,9702,买盘
107,14:50:57,10.78,-3.84,0.0,151,162778,买盘
108,14:50:54,10.78,-3.84,0.01,5,5390,买盘
109,14:50:51,10.77,-3.93,0.0,7,7539,卖盘
110,14:50:48,10.77,-3.93,0.0,17,18309,卖盘
111,14:50:45,10.77,-3.93,0.0,153,164781,买盘
112,14:50:42,10.77,-3.93,0.0,38,40926,买盘
113,14:50:39,10.77,-3.93,0.01,42,45234,买盘
114,14:50:36,10.76,-4.01,0.0,42,45192,买盘
115,14:50:33,10.76,-4.01,-0.01,299,321724,卖盘
116,14:50:30,10.77,-3.93,0.0,340,366180,买盘
117,14:50:27,10.77,-3.93,0.01,25,26925,买盘
118,14:50:24,10.76,-4.01,0.0,100,107600,卖盘
119,14:50:21,10.76,-4.01,0.0,10,10760,卖盘
120,14:50:15,10.76,-4.01,0.0,290,312040,买盘
121,14:50:12,10.76,-4.01,0.0,60,64560,买盘
122,14:50:09,10.76,-4.01,0.0,76,81776,买盘
123,14:50:06,10.76,-4.01,0.0,82,88232,买盘
124,14:50:03,10.76,-4.01,0.0,11,11836,买盘
125,14:50:00,10.76,-4.01,0.0,42,45192,买盘
126,14:49:57,10.76,-4.01,0.0,101,108676,买盘
127,14:49:54,10.76,-4.01,0.0,16,17216,买盘
128,14:49:51,10.76,-4.01,0.0,101,108676,买盘
129,14:49:48,10.76,-4.01,0.0,182,195832,买盘
130,14:49:45,10.76,-4.01,0.0,56,60256,买盘
131,14:49:42,10.76,-4.01,0.0,71,76396,买盘
132,14:49:39,10.76,-4.01,0.0,131,140956,中性盘
133,14:49:39,10.76,-4.01,0.01,131,140956,买盘
134,14:49:36,10.75,-4.10,0.01,106,113950,买盘
135,14:49:33,10.74,-4.19,0.01,541,581034,买盘
136,14:49:30,10.73,-4.28,0.0,250,268250,卖盘
137,14:49:27,10.73,-4.28,-0.01,233,250009,卖盘
138,14:49:24,10.74,-4.19,0.01,203,218022,买盘
139,14:49:21,10.73,-4.28,0.0,117,125541,买盘
140,14:49:18,10.73,-4.28,0.01,68,72964,买盘
141,14:49:15,10.72,-4.37,-0.01,89,95408,卖盘
142,14:49:12,10.73,-4.28,0.0,75,80475,买盘
143,14:49:09,10.73,-4.28,-0.01,40,42920,卖盘
144,14:49:06,10.74,-4.19,0.0,166,178284,买盘
145,14:49:03,10.74,-4.19,0.02,236,253464,买盘
146,14:49:00,10.72,-4.37,-0.01,81,86832,中性盘
147,14:48:57,10.73,-4.28,0.0,136,145928,买盘
148,14:48:54,10.73,-4.28,0.0,215,230695,买盘
149,14:48:51,10.73,-4.28,0.01,216,231768,买盘
150,14:48:48,10.72,-4.37,-0.01,45,48240,卖盘
151,14:48:45,10.73,-4.28,0.0,49,52577,买盘
152,14:48:42,10.73,-4.28,0.02,26,27898,买盘
153,14:48:39,10.71,-4.46,-0.02,24,25704,中性盘
154,14:48:36,10.73,-4.28,0.0,500,536500,买盘
155,14:48:33,10.73,-4.28,0.01,20,21460,买盘
156,14:48:27,10.72,-4.37,0.0,68,72896,买盘
157,14:48:24,10.72,-4.37,0.0,87,93264,买盘
158,14:48:21,10.72,-4.37,0.01,7,7504,买盘
159,14:48:18,10.71,-4.46,-0.01,19,20349,卖盘
160,14:48:15,10.72,-4.37,0.0,32,34304,买盘
161,14:48:12,10.72,-4.37,0.0,50,53600,买盘
162,14:48:09,10.72,-4.37,0.01,14,15008,买盘
163,14:48:06,10.71,-4.46,-0.01,8,8568,卖盘
164,14:48:03,10.72,-4.37,-0.01,36,38592,卖盘
165,14:47:57,10.73,-4.28,0.0,19,20387,买盘
166,14:47:54,10.73,-4.28,0.0,11,11803,卖盘
167,14:47:51,10.73,-4.28,0.0,39,41847,卖盘
168,14:47:48,10.73,-4.28,0.0,50,53650,卖盘
169,14:47:45,10.73,-4.28,0.0,28,30044,卖盘
170,14:47:42,10.73,-4.28,0.03,598,641654,买盘
171,14:47:39,10.7,-4.55,0.0,1,1070,买盘
172,14:47:36,10.7,-4.55,-0.02,1795,1920650,卖盘
173,14:47:30,10.72,-4.37,0.01,19,20368,买盘
174,14:47:27,10.71,-4.46,-0.02,37,39627,卖盘
175,14:47:24,10.73,-4.28,0.0,26,27898,买盘
176,14:47:21,10.73,-4.28,0.0,120,128760,买盘
177,14:47:15,10.73,-4.28,0.01,15,16095,中性盘
178,14:47:12,10.72,-4.37,-0.02,91,97552,卖盘
179,14:47:09,10.74,-4.19,0.02,33,35442,买盘
180,14:47:06,10.72,-4.37,-0.02,200,214400,卖盘
181,14:47:03,10.74,-4.19,0.01,6,6444,买盘
182,14:47:00,10.73,-4.28,-0.02,41,43993,卖盘
183,14:46:57,10.75,-4.10,0.0,34,36550,买盘
184,14:46:54,10.75,-4.10,0.02,23,24725,买盘
185,14:46:51,10.73,-4.28,-0.02,100,107300,卖盘
186,14:46:48,10.75,-4.10,0.0,10,10750,买盘
187,14:46:45,10.75,-4.10,-0.01,931,1000825,卖盘
188,14:46:42,10.76,-4.01,0.01,36,38736,买盘
189,14:46:36,10.75,-4.10,-0.01,177,190275,卖盘
190,14:46:33,10.76,-4.01,0.01,220,236720,买盘
191,14:46:30,10.75,-4.10,0.0,107,115025,卖盘
192,14:46:27,10.75,-4.10,-0.01,994,1068550,卖盘
193,14:46:24,10.76,-4.01,0.0,141,151716,卖盘
194,14:46:21,10.76,-4.01,0.0,1191,1281516,买盘
195,14:46:18,10.76,-4.01,0.01,10,10760,卖盘
196,14:46:15,10.75,-4.10,0.0,292,313900,卖盘
197,14:46:12,10.75,-4.10,0.0,923,992225,中性盘
198,14:46:12,10.75,-4.10,-0.01,923,992225,卖盘
199,14:46:09,10.76,-4.01,0.01,30,32280,中性盘
200,14:46:06,10.75,-4.10,-0.01,15,16125,卖盘
201,14:46:03,10.76,-4.01,0.0,13,13988,买盘
202,14:46:00,10.76,-4.01,-0.01,8,8608,卖盘
203,14:45:57,10.77,-3.93,0.01,30,32310,买盘
204,14:45:54,10.76,-4.01,0.0,54,58104,卖盘
205,14:45:51,10.76,-4.01,-0.01,79,85004,卖盘
206,14:45:48,10.77,-3.93,0.0,10,10770,买盘
207,14:45:45,10.77,-3.93,0.0,51,54927,买盘
208,14:45:42,10.77,-3.93,0.01,11,11847,买盘
209,14:45:39,10.76,-4.01,0.0,192,206592,卖盘
210,14:45:36,10.76,-4.01,-0.01,63,67788,卖盘
211,14:45:30,10.77,-3.93,0.0,29,31233,买盘
212,14:45:27,10.77,-3.93,0.0,5,5385,买盘
213,14:45:24,10.77,-3.93,0.0,278,299718,卖盘
214,14:45:21,10.77,-3.93,0.0,13,14001,卖盘
215,14:45:18,10.77,-3.93,0.0,34,36618,卖盘
216,14:45:15,10.77,-3.93,0.0,81,87237,卖盘
217,14:45:12,10.77,-3.93,0.0,159,171243,卖盘
218,14:45:09,10.77,-3.93,0.0,50,53850,卖盘
219,14:45:06,10.77,-3.93,0.0,96,103392,卖盘
220,14:45:03,10.77,-3.93,0.0,12,12924,卖盘
221,14:44:57,10.77,-3.93,0.0,64,69693,买盘
222,14:44:54,10.77,-3.93,0.0,135,145395,买盘
223,14:44:51,10.77,-3.93,0.02,10,10770,买盘
224,14:44:48,10.75,-4.10,-0.02,549,590487,卖盘
225,14:44:45,10.77,-3.93,-0.02,43,46311,卖盘
226,14:44:42,10.79,-3.75,0.0,5,5395,卖盘
227,14:44:39,10.79,-3.75,0.03,999,1078687,买盘
228,14:44:36,10.76,-4.01,-0.01,607,653132,卖盘
229,14:44:33,10.77,-3.93,-0.01,11,11847,中性盘
230,14:44:30,10.78,-3.84,0.01,503,542234,买盘
231,14:44:24,10.77,-3.93,-0.02,72,77544,卖盘
232,14:44:21,10.79,-3.75,0.0,232,250328,买盘
233,14:44:18,10.79,-3.75,0.0,150,161850,买盘
234,14:44:15,10.79,-3.75,0.0,11,11869,买盘
235,14:44:12,10.79,-3.75,0.0,30,32683,卖盘
236,14:44:09,10.79,-3.75,0.0,6,6474,卖盘
237,14:44:06,10.79,-3.75,0.0,5,6161,卖盘
238,14:44:03,10.79,-3.75,-0.01,61,65819,卖盘
239,14:44:00,10.8,-3.66,0.01,15,16200,买盘
240,14:43:57,10.79,-3.75,0.0,56,60424,卖盘
241,14:43:54,10.79,-3.75,0.0,114,123006,卖盘
242,14:43:48,10.79,-3.75,0.0,165,178035,卖盘
243,14:43:45,10.79,-3.75,0.0,1,1079,卖盘
244,14:43:42,10.79,-3.75,-0.01,2,2158,卖盘
245,14:43:39,10.8,-3.66,0.01,27,29160,买盘
246,14:43:36,10.79,-3.75,-0.01,41,44239,卖盘
247,14:43:33,10.8,-3.66,0.01,8,8640,买盘
248,14:43:30,10.79,-3.75,-0.01,1,1079,卖盘
249,14:43:27,10.8,-3.66,0.0,15,16200,买盘
250,14:43:24,10.8,-3.66,-0.01,5,5400,卖盘
251,14:43:21,10.81,-3.57,0.0,61,65941,买盘
252,14:43:18,10.81,-3.57,0.01,22,23782,买盘
253,14:43:15,10.8,-3.66,0.0,43,46440,卖盘
254,14:43:12,10.8,-3.66,-0.01,8,8640,卖盘
255,14:43:09,10.81,-3.57,0.0,77,83237,买盘
256,14:43:06,10.81,-3.57,0.0,24,25944,买盘
257,14:43:03,10.81,-3.57,0.0,2,2162,买盘
258,14:43:00,10.81,-3.57,0.0,17,18377,卖盘
259,14:42:57,10.81,-3.57,0.0,3,3243,卖盘
260,14:42:54,10.81,-3.57,0.0,24,25944,卖盘
261,14:42:51,10.81,-3.57,0.0,28,30268,卖盘
262,14:42:48,10.81,-3.57,0.0,11,11891,卖盘
263,14:42:45,10.81,-3.57,0.0,63,68103,中性盘
264,14:42:45,10.81,-3.57,0.0,63,68103,卖盘
265,14:42:42,10.81,-3.57,0.0,18,19458,卖盘
266,14:42:39,10.81,-3.57,0.0,74,79994,买盘
267,14:42:33,10.81,-3.57,0.01,214,231334,买盘
268,14:42:30,10.8,-3.66,-0.01,48,51840,卖盘
269,14:42:27,10.81,-3.57,0.0,109,117829,买盘
270,14:42:24,10.81,-3.57,0.01,5,5405,买盘
271,14:42:21,10.8,-3.66,0.0,1,1080,卖盘
272,14:42:18,10.8,-3.66,0.0,37,39960,卖盘
273,14:42:15,10.8,-3.66,0.03,244,263520,买盘
274,14:42:12,10.77,-3.93,0.0,1,1077,卖盘
275,14:42:09,10.77,-3.93,0.01,1,1077,中性盘
276,14:42:03,10.76,-4.01,0.0,13,13988,卖盘
277,14:42:00,10.76,-4.01,-0.01,184,197984,卖盘
278,14:41:57,10.77,-3.93,0.01,2,2154,卖盘
279,14:41:54,10.76,-4.01,0.0,16,17216,卖盘
280,14:41:51,10.76,-4.01,0.0,346,372296,买盘
281,14:41:48,10.76,-4.01,0.0,39,41964,买盘
282,14:41:45,10.76,-4.01,0.01,14,15064,买盘
283,14:41:42,10.75,-4.10,-0.01,55,59125,卖盘
284,14:41:39,10.76,-4.01,0.0,7,7532,买盘
285,14:41:36,10.76,-4.01,0.01,13,13988,买盘
286,14:41:33,10.75,-4.10,0.04,294,316050,买盘
287,14:41:30,10.71,-4.46,-0.01,123,131733,卖盘
288,14:41:27,10.72,-4.37,-0.01,16,17152,中性盘
289,14:41:24,10.73,-4.28,0.02,9,9657,买盘
290,14:41:21,10.71,-4.46,-0.02,41,43911,卖盘
291,14:41:18,10.73,-4.28,0.0,21,22533,买盘
292,14:41:15,10.73,-4.28,-0.01,647,694231,卖盘
293,14:41:12,10.74,-4.19,0.0,62,66588,买盘
294,14:41:09,10.74,-4.19,0.01,82,88068,买盘
295,14:41:06,10.73,-4.28,0.0,40,42920,卖盘
296,14:41:03,10.73,-4.28,0.0,13,13949,卖盘
297,14:41:00,10.73,-4.28,-0.01,15,16095,卖盘
298,14:40:57,10.74,-4.19,0.01,40,42960,中性盘
299,14:40:54,10.73,-4.28,-0.01,189,202797,卖盘
300,14:40:51,10.74,-4.19,-0.01,335,359790,卖盘
301,14:40:48,10.75,-4.10,0.0,67,72025,买盘
302,14:40:45,10.75,-4.10,0.0,33,35475,买盘
303,14:40:42,10.75,-4.10,0.0,11,11825,买盘
304,14:40:39,10.75,-4.10,0.0,23,24725,买盘
305,14:40:36,10.75,-4.10,0.0,196,210700,买盘
306,14:40:33,10.75,-4.10,0.0,31,33325,买盘
307,14:40:30,10.75,-4.10,-0.01,645,693375,卖盘
308,14:40:27,10.76,-4.01,0.0,498,535848,买盘
309,14:40:24,10.76,-4.01,0.01,14,15064,买盘
310,14:40:21,10.75,-4.10,-0.01,86,92450,卖盘
311,14:40:18,10.76,-4.01,0.0,433,465908,买盘
312,14:40:15,10.76,-4.01,0.01,146,157096,买盘
313,14:40:12,10.75,-4.10,-0.01,55,59125,卖盘
314,14:40:09,10.76,-4.01,0.0,26,27976,买盘
315,14:40:03,10.76,-4.01,0.0,222,238872,卖盘
316,14:40:00,10.76,-4.01,0.0,20,21520,卖盘
317,14:39:57,10.76,-4.01,-0.01,5,5380,卖盘
318,14:39:54,10.77,-3.93,-0.01,2,2154,中性盘
319,14:39:51,10.78,-3.84,0.0,29,31262,买盘
320,14:39:48,10.78,-3.84,0.0,483,520674,买盘
321,14:39:45,10.78,-3.84,0.0,168,181104,卖盘
322,14:39:42,10.78,-3.84,-0.01,101,108878,卖盘
323,14:39:39,10.79,-3.75,0.01,248,267592,买盘
324,14:39:36,10.78,-3.84,0.0,2,2156,卖盘
325,14:39:33,10.78,-3.84,-0.01,108,116424,卖盘
326,14:39:30,10.79,-3.75,0.01,4,4316,买盘
327,14:39:27,10.78,-3.84,0.0,172,185416,卖盘
328,14:39:24,10.78,-3.84,0.0,87,93786,卖盘
329,14:39:21,10.78,-3.84,0.0,16,17248,卖盘
330,14:39:18,10.78,-3.84,0.0,50,53900,中性盘
331,14:39:18,10.78,-3.84,-0.01,50,53900,卖盘
332,14:39:15,10.79,-3.75,0.0,81,87399,卖盘
333,14:39:12,10.79,-3.75,-0.01,191,206089,卖盘
334,14:39:09,10.8,-3.66,0.01,7,7560,买盘
335,14:39:06,10.79,-3.75,-0.01,16,17264,卖盘
336,14:39:03,10.8,-3.66,0.0,238,257353,卖盘
337,14:39:00,10.8,-3.66,0.0,98,105840,卖盘
338,14:38:57,10.8,-3.66,0.0,39,42120,卖盘
339,14:38:54,10.8,-3.66,0.0,50,54000,卖盘
340,14:38:51,10.8,-3.66,0.0,329,355320,卖盘
341,14:38:48,10.8,-3.66,0.0,185,199800,卖盘
342,14:38:45,10.8,-3.66,-0.01,568,613440,卖盘
343,14:38:42,10.81,-3.57,0.01,961,1038841,买盘
344,14:38:39,10.8,-3.66,-0.01,28,30240,卖盘
345,14:38:36,10.81,-3.57,0.01,70,75670,买盘
346,14:38:30,10.8,-3.66,0.0,11,11880,卖盘
347,14:38:27,10.8,-3.66,-0.01,510,550800,卖盘
348,14:38:24,10.81,-3.57,0.0,2,2162,买盘
349,14:38:21,10.81,-3.57,-0.01,632,683192,卖盘
350,14:38:18,10.82,-3.48,0.0,87,94134,买盘
351,14:38:15,10.82,-3.48,0.01,7,7574,买盘
352,14:38:12,10.81,-3.57,0.0,5,5405,卖盘
353,14:38:09,10.81,-3.57,-0.01,41,44321,卖盘
354,14:38:06,10.82,-3.48,0.01,20,21640,买盘
355,14:38:03,10.81,-3.57,0.0,2,2162,卖盘
356,14:37:57,10.81,-3.57,-0.01,51,55131,卖盘
357,14:37:54,10.82,-3.48,0.0,25,27050,买盘
358,14:37:51,10.82,-3.48,0.01,12,12984,买盘
359,14:37:48,10.81,-3.57,-0.01,12,12972,卖盘
360,14:37:45,10.82,-3.48,0.01,22,23804,买盘
361,14:37:42,10.81,-3.57,-0.01,21,22701,卖盘
362,14:37:39,10.82,-3.48,0.0,16,17312,买盘
363,14:37:36,10.82,-3.48,0.0,33,35706,买盘
364,14:37:33,10.82,-3.48,0.0,120,129840,卖盘
365,14:37:30,10.82,-3.48,0.0,360,389520,卖盘
366,14:37:27,10.82,-3.48,-0.01,51,55182,卖盘
367,14:37:24,10.83,-3.39,0.01,4,4332,买盘
368,14:37:21,10.82,-3.48,-0.01,11,11902,卖盘
369,14:37:18,10.83,-3.39,0.01,102,110466,买盘
370,14:37:15,10.82,-3.48,0.0,1,1082,卖盘
371,14:37:12,10.82,-3.48,0.0,13,14066,卖盘
372,14:37:09,10.82,-3.48,0.0,11,11902,卖盘
373,14:37:06,10.82,-3.48,0.0,77,83314,卖盘
374,14:37:03,10.82,-3.48,0.0,12,12984,卖盘
375,14:37:00,10.82,-3.48,-0.01,22,23804,卖盘
376,14:36:57,10.83,-3.39,0.01,46,49818,买盘
377,14:36:54,10.82,-3.48,-0.02,14,15148,卖盘
378,14:36:48,10.84,-3.30,0.0,4,4336,买盘
379,14:36:45,10.84,-3.30,0.0,508,550672,中性盘
380,14:36:42,10.84,-3.30,0.0,105,113820,卖盘
381,14:36:39,10.84,-3.30,-0.02,355,384820,卖盘
382,14:36:36,10.86,-3.12,0.02,88,95568,买盘
383,14:36:33,10.84,-3.30,0.0,13,14092,卖盘
384,14:36:30,10.84,-3.30,0.0,13,14092,卖盘
385,14:36:27,10.84,-3.30,0.0,633,686172,卖盘
386,14:36:24,10.84,-3.30,-0.01,103,111652,卖盘
387,14:36:21,10.85,-3.21,0.01,10,10850,买盘
388,14:36:18,10.84,-3.30,0.0,60,65040,卖盘
389,14:36:15,10.84,-3.30,0.0,643,697012,卖盘
390,14:36:12,10.84,-3.30,0.0,12,13008,卖盘
391,14:36:09,10.84,-3.30,0.0,11,11924,卖盘
392,14:36:06,10.84,-3.30,0.0,316,342544,卖盘
393,14:36:03,10.84,-3.30,0.0,26,28184,卖盘
394,14:36:00,10.84,-3.30,-0.01,112,121408,卖盘
395,14:35:57,10.85,-3.21,0.0,119,129115,买盘
396,14:35:54,10.85,-3.21,0.0,25,27125,买盘
397,14:35:51,10.85,-3.21,0.0,2,2170,中性盘
398,14:35:51,10.85,-3.21,0.01,2,2170,买盘
399,14:35:48,10.84,-3.30,0.0,36,39024,卖盘
400,14:35:45,10.84,-3.30,0.0,106,114904,买盘
401,14:35:42,10.84,-3.30,0.0,18,19512,买盘
402,14:35:39,10.84,-3.30,0.0,24,26016,卖盘
403,14:35:36,10.84,-3.30,0.0,15,16260,卖盘
404,14:35:33,10.84,-3.30,-0.01,58,62872,卖盘
405,14:35:30,10.85,-3.21,0.01,42,45570,买盘
406,14:35:27,10.84,-3.30,-0.01,41,44444,卖盘
407,14:35:24,10.85,-3.21,0.0,89,96565,买盘
408,14:35:21,10.85,-3.21,0.0,16,17360,买盘
409,14:35:18,10.85,-3.21,0.01,18,19530,买盘
410,14:35:15,10.84,-3.30,-0.02,28,30352,卖盘
411,14:35:12,10.86,-3.12,0.01,5,5430,买盘
412,14:35:09,10.85,-3.21,-0.01,77,83545,卖盘
413,14:35:06,10.86,-3.12,0.01,11,11946,买盘
414,14:35:03,10.85,-3.21,-0.01,1,1085,卖盘
415,14:35:00,10.86,-3.12,0.0,23,24978,买盘
416,14:34:57,10.86,-3.12,0.01,12,13032,买盘
417,14:34:54,10.85,-3.21,0.0,30,32550,卖盘
418,14:34:51,10.85,-3.21,0.0,36,39060,卖盘
419,14:34:48,10.85,-3.21,-0.01,18,19530,卖盘
420,14:34:45,10.86,-3.12,0.01,14,15204,买盘
421,14:34:42,10.85,-3.21,0.0,35,37975,卖盘
422,14:34:39,10.85,-3.21,0.0,88,95480,卖盘
423,14:34:36,10.85,-3.21,-0.01,3,3255,卖盘
424,14:34:33,10.86,-3.12,0.01,3,3258,买盘
425,14:34:30,10.85,-3.21,-0.01,1,1085,卖盘
426,14:34:27,10.86,-3.12,0.01,5,5430,买盘
427,14:34:24,10.85,-3.21,-0.01,38,41230,卖盘
428,14:34:21,10.86,-3.12,0.0,33,35838,买盘
429,14:34:15,10.86,-3.12,0.0,6,6516,买盘
430,14:34:12,10.86,-3.12,0.01,11,11946,买盘
431,14:34:09,10.85,-3.21,0.0,10,10850,卖盘
432,14:34:06,10.85,-3.21,-0.01,26,28210,卖盘
433,14:34:03,10.86,-3.12,0.0,45,48870,买盘
434,14:34:00,10.86,-3.12,0.01,1,1086,买盘
435,14:33:57,10.85,-3.21,0.0,20,21700,卖盘
436,14:33:51,10.85,-3.21,-0.01,1,1085,卖盘
437,14:33:48,10.86,-3.12,0.01,2,2172,买盘
438,14:33:42,10.85,-3.21,0.0,1,1085,卖盘
439,14:33:39,10.85,-3.21,-0.01,2,2170,卖盘
440,14:33:36,10.86,-3.12,0.0,18,19548,买盘
441,14:33:33,10.86,-3.12,0.02,15,16290,买盘
442,14:33:30,10.84,-3.30,-0.02,26,28184,卖盘
443,14:33:27,10.86,-3.12,0.02,1,1086,买盘
444,14:33:24,10.84,-3.30,-0.02,24,26016,卖盘
445,14:33:15,10.86,-3.12,0.03,1,1086,买盘
446,14:33:12,10.83,-3.39,0.0,70,75810,卖盘
447,14:33:09,10.83,-3.39,-0.03,51,55233,卖盘
448,14:33:06,10.86,-3.12,0.04,1,1086,买盘
449,14:33:03,10.82,-3.48,-0.04,128,138496,卖盘
450,14:33:00,10.86,-3.12,0.03,31,33666,买盘
451,14:32:57,10.83,-3.39,0.0,24,25992,买盘
452,14:32:54,10.83,-3.39,0.0,24,25992,买盘
453,14:32:51,10.83,-3.39,0.01,65,70395,买盘
